crop,year,season,state,area,production,fertilizer,pesticide,yield,nitrogen,phosphorus,potassium,ph,avg_temp_c,total_rainfall_mm,avg_humidity_percent
Jowar,2003,Kharif     ,Haryana,100945.0,26000.0,9991536.1,24226.8,0.186363636,130.0,48.0,35.0,7.9,24.13,1037.84,46.02
Maize,2003,Kharif     ,Haryana,16570.0,41000.0,1640098.6,3976.8,0.960588235,130.0,48.0,35.0,7.9,24.13,1037.84,46.02
Masoor,2003,Rabi       ,Haryana,6264.0,5100.0,620010.72,1503.36,0.64375,130.0,48.0,35.0,7.9,24.13,1037.84,46.02
Moong(Green Gram),2003,Kharif     ,Haryana,25215.0,4000.0,2495780.7,6051.6,0.081875,130.0,48.0,35.0,7.9,24.13,1037.84,46.02
Moth,2003,Kharif     ,Haryana,10365.0,800.0,1025927.7,2487.6,0.031428571,130.0,48.0,35.0,7.9,24.13,1037.84,46.02
Onion,2003,Whole Year ,Haryana,3319.0,80700.0,328514.62,796.56,21.084,130.0,48.0,35.0,7.9,24.13,1037.84,46.02
Peas & beans (Pulses),2003,Rabi       ,Haryana,994.0,1100.0,98386.12,238.56,0.975833333,130.0,48.0,35.0,7.9,24.13,1037.84,46.02
Potato,2003,Whole Year ,Haryana,10521.0,256900.0,1041368.58,2525.04,22.60571429,130.0,48.0,35.0,7.9,24.13,1037.84,46.02
Rapeseed &Mustard,2003,Rabi       ,Haryana,619257.0,965000.0,6.129405786E7,148621.68,1.351052632,130.0,48.0,35.0,7.9,24.13,1037.84,46.02
Rice,2003,Kharif     ,Haryana,1015191.0,2790000.0,1.004836052E8,243645.84,2.733333333,130.0,48.0,35.0,7.9,24.13,1037.84,46.02
Sannhamp,2003,Whole Year ,Haryana,462.0,100.0,45728.76,110.88,0.056,130.0,48.0,35.0,7.9,24.13,1037.84,46.02
Sesamum,2003,Kharif     ,Haryana,3569.0,1000.0,353259.62,856.56,0.130555556,130.0,48.0,35.0,7.9,24.13,1037.84,46.02
Sugarcane,2003,Whole Year ,Haryana,160257.0,9280000.0,1.586223786E7,38461.68,50.10277778,130.0,48.0,35.0,7.9,24.13,1037.84,46.02
Sunflower,2003,Rabi       ,Haryana,5785.0,9700.0,572599.3,1388.4,0.855555556,130.0,48.0,35.0,7.9,24.13,1037.84,46.02
Sweet potato,2003,Whole Year ,Haryana,77.0,1600.0,7621.46,18.48,16.482,130.0,48.0,35.0,7.9,24.13,1037.84,46.02
Urad,2003,Kharif     ,Haryana,2419.0,400.0,239432.62,580.56,0.042857143,130.0,48.0,35.0,7.9,24.13,1037.84,46.02
Wheat,2003,Rabi       ,Haryana,2315496.0,9114000.0,2.291877941E8,555719.04,3.825789474,130.0,48.0,35.0,7.9,24.13,1037.84,46.02
other oilseeds,2003,Rabi       ,Haryana,24.0,0.0,2375.52,5.76,0.0,130.0,48.0,35.0,7.9,24.13,1037.84,46.02
Arhar/Tur,2003,Kharif     ,Jharkhand,22500.06,32221.0,2227055.939,5400.0144,1.425,68.0,22.0,30.0,6.1,23.41,1429.22,62.42
Barley,2003,Rabi       ,Jharkhand,4519.82,3990.0,447371.7836,1084.7568,0.943333333,68.0,22.0,30.0,6.1,23.41,1429.22,62.42
Gram,2003,Rabi       ,Jharkhand,15155.21,12862.0,1500062.686,3637.2504,0.9075,68.0,22.0,30.0,6.1,23.41,1429.22,62.42
Maize,2003,Autumn     ,Jharkhand,89591.91,136371.0,8867807.252,21502.0584,1.39,68.0,22.0,30.0,6.1,23.41,1429.22,62.42
Masoor,2003,Rabi       ,Jharkhand,6993.61,8681.0,692227.5178,1678.4664,1.175,68.0,22.0,30.0,6.1,23.41,1429.22,62.42
Onion,2003,Whole Year ,Jharkhand,1137.98,9198.0,112637.2604,273.1152,9.12,68.0,22.0,30.0,6.1,23.41,1429.22,62.42
Potato,2003,Rabi       ,Jharkhand,9350.04,73414.0,925466.9592,2244.0096,6.98625,68.0,22.0,30.0,6.1,23.41,1429.22,62.42
Potato,2003,Winter     ,Jharkhand,13174.37,121890.0,1303999.143,3161.8488,8.628333333,68.0,22.0,30.0,6.1,23.41,1429.22,62.42
Ragi,2003,Autumn     ,Jharkhand,73301.3,50316.0,7255362.674,17592.312,0.79,68.0,22.0,30.0,6.1,23.41,1429.22,62.42
Rapeseed &Mustard,2003,Rabi       ,Jharkhand,6119.0,4851.0,605658.62,1468.56,0.803636364,68.0,22.0,30.0,6.1,23.41,1429.22,62.42
Rice,2003,Autumn     ,Jharkhand,614160.1,418254.0,6.07895667E7,147398.424,0.74,68.0,22.0,30.0,6.1,23.41,1429.22,62.42
Rice,2003,Winter     ,Jharkhand,1437560.59,1525099.0,1.422897472E8,345014.5416,0.998636364,68.0,22.0,30.0,6.1,23.41,1429.22,62.42
Sugarcane,2003,Whole Year ,Jharkhand,338.45,966.0,33499.781,81.228,2.85,68.0,22.0,30.0,6.1,23.41,1429.22,62.42
Wheat,2003,Rabi       ,Jharkhand,60269.7,80183.0,5965494.906,14464.728,1.360909091,68.0,22.0,30.0,6.1,23.41,1429.22,62.42
Arhar/Tur,2003,Kharif     ,Madhya Pradesh,311195.0,251757.0,3.08020811E7,74686.8,0.743333333,70.0,40.0,20.0,7.4,25.1,1241.22,54.75
Bajra,2003,Kharif     ,Madhya Pradesh,201165.0,281430.0,1.99113117E7,48279.6,1.078055556,70.0,40.0,20.0,7.4,25.1,1241.22,54.75
Banana,2003,Whole Year ,Madhya Pradesh,15985.0,457194.0,1582195.3,3836.4,17.95652174,70.0,40.0,20.0,7.4,25.1,1241.22,54.75
Barley,2003,Rabi       ,Madhya Pradesh,84256.0,123182.0,8339658.88,20221.44,1.6195,70.0,40.0,20.0,7.4,25.1,1241.22,54.75
Castor seed,2003,Kharif     ,Madhya Pradesh,1523.0,572.0,150746.54,365.52,0.25,70.0,40.0,20.0,7.4,25.1,1241.22,54.75
Coriander,2003,Whole Year ,Madhya Pradesh,125074.0,46968.0,1.237982452E7,30017.76,0.335957447,70.0,40.0,20.0,7.4,25.1,1241.22,54.75
Cotton(lint),2003,Kharif     ,Madhya Pradesh,557169.0,628304.0,5.514858762E7,133720.56,0.972916667,70.0,40.0,20.0,7.4,25.1,1241.22,54.75
Dry chillies,2003,Whole Year ,Madhya Pradesh,48810.0,38365.0,4831213.8,11714.4,0.623958333,70.0,40.0,20.0,7.4,25.1,1241.22,54.75
Garlic,2003,Whole Year ,Madhya Pradesh,33158.0,137875.0,3281978.84,7957.92,3.003333333,70.0,40.0,20.0,7.4,25.1,1241.22,54.75
Ginger,2003,Kharif     ,Madhya Pradesh,5067.0,6284.0,501531.66,1216.08,1.12975,70.0,40.0,20.0,7.4,25.1,1241.22,54.75
Gram,2003,Rabi       ,Madhya Pradesh,2785209.0,2581889.0,2.756799868E8,668450.16,0.912083333,70.0,40.0,20.0,7.4,25.1,1241.22,54.75
Groundnut,2003,Kharif     ,Madhya Pradesh,214353.0,247578.0,2.121665994E7,51444.72,1.045416667,70.0,40.0,20.0,7.4,25.1,1241.22,54.75
Horse-gram,2003,Kharif     ,Madhya Pradesh,30880.0,9527.0,3056502.4,7411.2,0.254705882,70.0,40.0,20.0,7.4,25.1,1241.22,54.75
Horse-gram,2003,Rabi       ,Madhya Pradesh,152.0,43.0,15044.96,36.48,0.305,70.0,40.0,20.0,7.4,25.1,1241.22,54.75
Jowar,2003,Kharif     ,Madhya Pradesh,768501.0,936803.0,7.606622898E7,184440.24,1.225833333,70.0,40.0,20.0,7.4,25.1,1241.22,54.75
Jowar,2003,Rabi       ,Madhya Pradesh,3431.0,4182.0,339600.38,823.44,1.528666667,70.0,40.0,20.0,7.4,25.1,1241.22,54.75
Linseed,2003,Rabi       ,Madhya Pradesh,143384.0,61655.0,1.419214832E7,34412.16,0.579148936,70.0,40.0,20.0,7.4,25.1,1241.22,54.75
Maize,2003,Kharif     ,Madhya Pradesh,898618.0,1858342.0,8.894520964E7,215668.32,1.916041667,70.0,40.0,20.0,7.4,25.1,1241.22,54.75
Masoor,2003,Rabi       ,Madhya Pradesh,17.0,8.0,1682.66,4.08,0.47,70.0,40.0,20.0,7.4,25.1,1241.22,54.75
Mesta,2003,Kharif     ,Madhya Pradesh,4700.0,10600.0,465206.0,1128.0,2.075,70.0,40.0,20.0,7.4,25.1,1241.22,54.75
Moong(Green Gram),2003,Kharif     ,Madhya Pradesh,709.0,172.0,70176.82,170.16,0.24,70.0,40.0,20.0,7.4,25.1,1241.22,54.75
Moong(Green Gram),2003,Rabi       ,Madhya Pradesh,13.0,3.0,1286.74,3.12,0.23,70.0,40.0,20.0,7.4,25.1,1241.22,54.75
Niger seed,2003,Kharif     ,Madhya Pradesh,102368.0,23455.0,1.013238464E7,24568.32,0.245,70.0,40.0,20.0,7.4,25.1,1241.22,54.75
Onion,2003,Whole Year ,Madhya Pradesh,30958.0,416137.0,3064222.84,7429.92,12.86875,70.0,40.0,20.0,7.4,25.1,1241.22,54.75
Other  Rabi pulses,2003,Rabi       ,Madhya Pradesh,737005.0,377983.0,7.29487549E7,176881.2,0.491489362,70.0,40.0,20.0,7.4,25.1,1241.22,54.75
Other Kharif pulses,2003,Kharif     ,Madhya Pradesh,725486.0,264389.0,7.180860428E7,174116.64,0.344791667,70.0,40.0,20.0,7.4,25.1,1241.22,54.75
Peas & beans (Pulses),2003,Rabi       ,Madhya Pradesh,5.0,2.0,494.9,1.2,0.4,70.0,40.0,20.0,7.4,25.1,1241.22,54.75
Potato,2003,Whole Year ,Madhya Pradesh,46546.0,667656.0,4607123.08,11171.04,13.33404255,70.0,40.0,20.0,7.4,25.1,1241.22,54.75
Ragi,2003,Kharif     ,Madhya Pradesh,514.0,136.0,50875.72,123.36,0.237142857,70.0,40.0,20.0,7.4,25.1,1241.22,54.75
Rapeseed &Mustard,2003,Rabi       ,Madhya Pradesh,535540.0,579990.0,5.30077492E7,128529.6,0.743404255,70.0,40.0,20.0,7.4,25.1,1241.22,54.75
Rice,2003,Kharif     ,Madhya Pradesh,1708583.0,1743430.0,1.691155453E8,410059.92,0.997916667,70.0,40.0,20.0,7.4,25.1,1241.22,54.75
Safflower,2003,Rabi       ,Madhya Pradesh,632.0,172.0,62555.36,151.68,0.24,70.0,40.0,20.0,7.4,25.1,1241.22,54.75
Sannhamp,2003,Whole Year ,Madhya Pradesh,5584.0,11127.0,552704.32,1340.16,2.155777778,70.0,40.0,20.0,7.4,25.1,1241.22,54.75
Sesamum,2003,Kharif     ,Madhya Pradesh,144080.0,50572.0,1.42610384E7,34579.2,0.432916667,70.0,40.0,20.0,7.4,25.1,1241.22,54.75
Small millets,2003,Kharif     ,Madhya Pradesh,400775.0,122503.0,3.96687095E7,96186.0,0.301621622,70.0,40.0,20.0,7.4,25.1,1241.22,54.75
Soyabean,2003,Kharif     ,Madhya Pradesh,4198619.0,4643673.0,4.155793086E8,1007668.56,1.019791667,70.0,40.0,20.0,7.4,25.1,1241.22,54.75
Sugarcane,2003,Whole Year ,Madhya Pradesh,43141.0,1870120.0,4270096.18,10353.84,31.46604167,70.0,40.0,20.0,7.4,25.1,1241.22,54.75
Sunflower,2003,Kharif     ,Madhya Pradesh,1984.0,1062.0,196376.32,476.16,0.357727273,70.0,40.0,20.0,7.4,25.1,1241.22,54.75
Sweet potato,2003,Whole Year ,Madhya Pradesh,3821.0,21742.0,378202.58,917.04,5.932173913,70.0,40.0,20.0,7.4,25.1,1241.22,54.75
Turmeric,2003,Whole Year ,Madhya Pradesh,655.0,682.0,64831.9,157.2,1.0059375,70.0,40.0,20.0,7.4,25.1,1241.22,54.75
Urad,2003,Kharif     ,Madhya Pradesh,610876.0,224268.0,6.046450648E7,146610.24,0.349166667,70.0,40.0,20.0,7.4,25.1,1241.22,54.75
Urad,2003,Rabi       ,Madhya Pradesh,5693.0,2331.0,563493.14,1366.32,0.242941176,70.0,40.0,20.0,7.4,25.1,1241.22,54.75
Wheat,2003,Rabi       ,Madhya Pradesh,4078974.0,7357255.0,4.037368465E8,978953.76,1.797916667,70.0,40.0,20.0,7.4,25.1,1241.22,54.75
Arhar/Tur,2003,Kharif     ,Maharashtra,1046300.0,693000.0,1.03562774E8,251112.0,0.59125,75.0,43.0,26.0,7.1,27.08,1970.27,66.29
Bajra,2003,Kharif     ,Maharashtra,1325400.0,896300.0,1.31188092E8,318096.0,0.582727273,75.0,43.0,26.0,7.1,27.08,1970.27,66.29
Banana,2003,Whole Year ,Maharashtra,57700.0,3634720.0,5711146.0,13848.0,57.56857143,75.0,43.0,26.0,7.1,27.08,1970.27,66.29
Cotton(lint),2003,Kharif     ,Maharashtra,2762400.0,3080100.0,2.73422352E8,662976.0,1.181111111,75.0,43.0,26.0,7.1,27.08,1970.27,66.29
Gram,2003,Rabi       ,Maharashtra,795200.0,421100.0,7.8708896E7,190848.0,0.555806452,75.0,43.0,26.0,7.1,27.08,1970.27,66.29
Groundnut,2003,Kharif     ,Maharashtra,324100.0,355200.0,3.2079418E7,77784.0,0.794333333,75.0,43.0,26.0,7.1,27.08,1970.27,66.29
Groundnut,2003,Summer     ,Maharashtra,54700.0,81600.0,5414206.0,13128.0,1.402258065,75.0,43.0,26.0,7.1,27.08,1970.27,66.29
Jowar,2003,Kharif     ,Maharashtra,1586100.0,2111000.0,1.56992178E8,380664.0,1.253333333,75.0,43.0,26.0,7.1,27.08,1970.27,66.29
Jowar,2003,Rabi       ,Maharashtra,2853900.0,777300.0,2.82479022E8,684936.0,0.610740741,75.0,43.0,26.0,7.1,27.08,1970.27,66.29
Linseed,2003,Rabi       ,Maharashtra,63400.0,14700.0,6275332.0,15216.0,0.258333333,75.0,43.0,26.0,7.1,27.08,1970.27,66.29
Maize,2003,Kharif     ,Maharashtra,311800.0,671000.0,3.0861964E7,74832.0,1.724444444,75.0,43.0,26.0,7.1,27.08,1970.27,66.29
Maize,2003,Rabi       ,Maharashtra,57900.0,81100.0,5730942.0,13896.0,1.689130435,75.0,43.0,26.0,7.1,27.08,1970.27,66.29
Moong(Green Gram),2003,Kharif     ,Maharashtra,700100.0,390500.0,6.9295898E7,168024.0,0.583939394,75.0,43.0,26.0,7.1,27.08,1970.27,66.29
Niger seed,2003,Kharif     ,Maharashtra,53600.0,17400.0,5305328.0,12864.0,0.3865,75.0,43.0,26.0,7.1,27.08,1970.27,66.29
Onion,2003,Whole Year ,Maharashtra,133622.0,1663240.0,1.322590556E7,32069.28,12.44846154,75.0,43.0,26.0,7.1,27.08,1970.27,66.29
Other  Rabi pulses,2003,Rabi       ,Maharashtra,129800.0,50100.0,1.2847604E7,31152.0,0.430869565,75.0,43.0,26.0,7.1,27.08,1970.27,66.29
Other Kharif pulses,2003,Kharif     ,Maharashtra,164300.0,41400.0,1.6262414E7,39432.0,0.2815625,75.0,43.0,26.0,7.1,27.08,1970.27,66.29
Ragi,2003,Kharif     ,Maharashtra,146900.0,170000.0,1.4540162E7,35256.0,1.2225,75.0,43.0,26.0,7.1,27.08,1970.27,66.29
Rapeseed &Mustard,2003,Rabi       ,Maharashtra,10300.0,2600.0,1019494.0,2472.0,0.222962963,75.0,43.0,26.0,7.1,27.08,1970.27,66.29
Rice,2003,Kharif     ,Maharashtra,1500400.0,2768600.0,1.48509592E8,360096.0,1.232258065,75.0,43.0,26.0,7.1,27.08,1970.27,66.29
Rice,2003,Summer     ,Maharashtra,29500.0,65500.0,2919910.0,7080.0,2.217,75.0,43.0,26.0,7.1,27.08,1970.27,66.29
Safflower,2003,Rabi       ,Maharashtra,244700.0,87300.0,2.4220406E7,58728.0,0.398421053,75.0,43.0,26.0,7.1,27.08,1970.27,66.29
Sesamum,2003,Kharif     ,Maharashtra,116800.0,37200.0,1.1560864E7,28032.0,0.364375,75.0,43.0,26.0,7.1,27.08,1970.27,66.29
Sesamum,2003,Rabi       ,Maharashtra,3600.0,800.0,356328.0,864.0,0.223,75.0,43.0,26.0,7.1,27.08,1970.27,66.29
Small millets,2003,Kharif     ,Maharashtra,68600.0,38100.0,6790028.0,16464.0,0.554333333,75.0,43.0,26.0,7.1,27.08,1970.27,66.29
Small millets,2003,Rabi       ,Maharashtra,16200.0,5000.0,1603476.0,3888.0,0.45125,75.0,43.0,26.0,7.1,27.08,1970.27,66.29
Soyabean,2003,Kharif     ,Maharashtra,1589100.0,2219200.0,1.57289118E8,381384.0,1.49862069,75.0,43.0,26.0,7.1,27.08,1970.27,66.29
Sugarcane,2003,Whole Year ,Maharashtra,442500.0,2.56684E7,4.379865E7,106200.0,56.65814815,75.0,43.0,26.0,7.1,27.08,1970.27,66.29
Sunflower,2003,Kharif     ,Maharashtra,89000.0,32400.0,8809220.0,21360.0,0.400454545,75.0,43.0,26.0,7.1,27.08,1970.27,66.29
Sunflower,2003,Rabi       ,Maharashtra,182500.0,65400.0,1.806385E7,43800.0,0.423333333,75.0,43.0,26.0,7.1,27.08,1970.27,66.29
Sunflower,2003,Summer     ,Maharashtra,4000.0,3200.0,395920.0,960.0,0.733125,75.0,43.0,26.0,7.1,27.08,1970.27,66.29
Urad,2003,Kharif     ,Maharashtra,600700.0,359200.0,5.9457286E7,144168.0,0.595757576,75.0,43.0,26.0,7.1,27.08,1970.27,66.29
Wheat,2003,Rabi       ,Maharashtra,664700.0,778200.0,6.5792006E7,159528.0,1.171666667,75.0,43.0,26.0,7.1,27.08,1970.27,66.29
other oilseeds,2003,Kharif     ,Maharashtra,25600.0,4700.0,2533888.0,6144.0,0.201904762,75.0,43.0,26.0,7.1,27.08,1970.27,66.29
Arhar/Tur,2003,Kharif     ,Manipur,40.0,20.0,3959.2,9.6,0.5,58.0,17.0,37.0,5.9,20.58,1111.03,71.54
Banana,2003,Whole Year ,Manipur,1950.0,15308.0,193011.0,468.0,7.851111111,58.0,17.0,37.0,5.9,20.58,1111.03,71.54
Cashewnut,2003,Whole Year ,Manipur,325.0,130.0,32168.5,78.0,0.4,58.0,17.0,37.0,5.9,20.58,1111.03,71.54
Dry chillies,2003,Whole Year ,Manipur,13390.0,7850.0,1325342.2,3213.6,0.543333333,58.0,17.0,37.0,5.9,20.58,1111.03,71.54
Ginger,2003,Kharif     ,Manipur,1450.0,2390.0,143521.0,348.0,1.63,58.0,17.0,37.0,5.9,20.58,1111.03,71.54
Maize,2003,Kharif     ,Manipur,2340.0,7530.0,231613.2,561.6,2.76,58.0,17.0,37.0,5.9,20.58,1111.03,71.54
Onion,2003,Whole Year ,Manipur,970.0,2060.0,96010.6,232.8,2.068333333,58.0,17.0,37.0,5.9,20.58,1111.03,71.54
Other Kharif pulses,2003,Kharif     ,Manipur,2340.0,1190.0,231613.2,561.6,0.5075,58.0,17.0,37.0,5.9,20.58,1111.03,71.54
Peas & beans (Pulses),2003,Kharif     ,Manipur,3980.0,2030.0,393940.4,955.2,0.52,58.0,17.0,37.0,5.9,20.58,1111.03,71.54
Rapeseed &Mustard,2003,Rabi       ,Manipur,20.0,10.0,1979.6,4.8,0.5,58.0,17.0,37.0,5.9,20.58,1111.03,71.54
Rice,2003,Kharif     ,Manipur,157830.0,381240.0,1.56220134E7,37879.2,2.305555556,58.0,17.0,37.0,5.9,20.58,1111.03,71.54
Sesamum,2003,Kharif     ,Manipur,810.0,400.0,80173.8,194.4,0.496666667,58.0,17.0,37.0,5.9,20.58,1111.03,71.54
Soyabean,2003,Kharif     ,Manipur,320.0,290.0,31673.6,76.8,0.875,58.0,17.0,37.0,5.9,20.58,1111.03,71.54
Sugarcane,2003,Whole Year ,Manipur,330.0,10780.0,32663.4,79.2,32.71,58.0,17.0,37.0,5.9,20.58,1111.03,71.54
Sweet potato,2003,Whole Year ,Manipur,102.0,673.0,10095.96,24.48,6.59,58.0,17.0,37.0,5.9,20.58,1111.03,71.54
Tapioca,2003,Whole Year ,Manipur,243.0,1360.0,24052.14,58.32,5.593333333,58.0,17.0,37.0,5.9,20.58,1111.03,71.54
Turmeric,2003,Whole Year ,Manipur,550.0,380.0,54439.0,132.0,0.72,58.0,17.0,37.0,5.9,20.58,1111.03,71.54
Arhar/Tur,2003,Kharif     ,Mizoram,61.0,67.0,6037.78,14.64,0.93,54.0,15.0,34.0,5.7,23.24,1231.02,73.52
Arhar/Tur,2003,Rabi       ,Mizoram,211.0,110.0,20884.78,50.64,0.9125,54.0,15.0,34.0,5.7,23.24,1231.02,73.52
Cotton(lint),2003,Kharif     ,Mizoram,343.0,1336.0,33950.14,82.32,3.501666667,54.0,15.0,34.0,5.7,23.24,1231.02,73.52
Gram,2003,Kharif     ,Mizoram,23.0,25.0,2276.54,5.52,0.916666667,54.0,15.0,34.0,5.7,23.24,1231.02,73.52
Gram,2003,Rabi       ,Mizoram,23.0,18.0,2276.54,5.52,1.176666667,54.0,15.0,34.0,5.7,23.24,1231.02,73.52
Maize,2003,Kharif     ,Mizoram,9765.0,19005.0,966539.7,2343.6,1.981666667,54.0,15.0,34.0,5.7,23.24,1231.02,73.52
Maize,2003,Rabi       ,Mizoram,716.0,1277.0,70869.68,171.84,1.802,54.0,15.0,34.0,5.7,23.24,1231.02,73.52
Masoor,2003,Rabi       ,Mizoram,11.0,8.0,1088.78,2.64,0.723333333,54.0,15.0,34.0,5.7,23.24,1231.02,73.52
Moong(Green Gram),2003,Kharif     ,Mizoram,24.0,30.0,2375.52,5.76,1.245,54.0,15.0,34.0,5.7,23.24,1231.02,73.52
Moong(Green Gram),2003,Rabi       ,Mizoram,44.0,46.0,4355.12,10.56,0.944,54.0,15.0,34.0,5.7,23.24,1231.02,73.52
Other  Rabi pulses,2003,Rabi       ,Mizoram,1925.0,1570.0,190536.5,462.0,0.92,54.0,15.0,34.0,5.7,23.24,1231.02,73.52
Other Kharif pulses,2003,Kharif     ,Mizoram,2053.0,1887.0,203205.94,492.72,0.881666667,54.0,15.0,34.0,5.7,23.24,1231.02,73.52
Peas & beans (Pulses),2003,Kharif     ,Mizoram,165.0,172.0,16331.7,39.6,0.9025,54.0,15.0,34.0,5.7,23.24,1231.02,73.52
Peas & beans (Pulses),2003,Rabi       ,Mizoram,346.0,376.0,34247.08,83.04,1.018333333,54.0,15.0,34.0,5.7,23.24,1231.02,73.52
Potato,2003,Whole Year ,Mizoram,363.0,893.0,35929.74,87.12,3.301666667,54.0,15.0,34.0,5.7,23.24,1231.02,73.52
Rice,2003,Kharif     ,Mizoram,59196.0,114630.0,5859220.08,14207.04,1.925,54.0,15.0,34.0,5.7,23.24,1231.02,73.52
Sesamum,2003,Kharif     ,Mizoram,3285.0,2019.0,325149.3,788.4,0.615,54.0,15.0,34.0,5.7,23.24,1231.02,73.52
Soyabean,2003,Kharif     ,Mizoram,1978.0,1963.0,195782.44,474.72,1.085,54.0,15.0,34.0,5.7,23.24,1231.02,73.52
Sugarcane,2003,Whole Year ,Mizoram,1393.0,36174.0,137879.14,334.32,25.87,54.0,15.0,34.0,5.7,23.24,1231.02,73.52
Tapioca,2003,Whole Year ,Mizoram,139.0,690.0,13758.22,33.36,7.7075,54.0,15.0,34.0,5.7,23.24,1231.02,73.52
Tobacco,2003,Whole Year ,Mizoram,460.0,404.0,45530.8,110.4,0.866666667,54.0,15.0,34.0,5.7,23.24,1231.02,73.52
Arhar/Tur,2003,Kharif     ,Nagaland,7500.0,7000.0,742350.0,1800.0,1.015,56.0,16.0,36.0,5.8,18.65,780.96,69.8
Bajra,2003,Kharif     ,Nagaland,3000.0,5000.0,296940.0,720.0,1.615,56.0,16.0,36.0,5.8,18.65,780.96,69.8
Barley,2003,Rabi       ,Nagaland,6000.0,10000.0,593880.0,1440.0,1.62,56.0,16.0,36.0,5.8,18.65,780.96,69.8
Cotton(lint),2003,Kharif     ,Nagaland,2000.0,150.0,197960.0,480.0,0.08375,56.0,16.0,36.0,5.8,18.65,780.96,69.8
Gram,2003,Rabi       ,Nagaland,1500.0,2000.0,148470.0,360.0,1.3475,56.0,16.0,36.0,5.8,18.65,780.96,69.8
Groundnut,2003,Kharif     ,Nagaland,2000.0,3000.0,197960.0,480.0,1.51625,56.0,16.0,36.0,5.8,18.65,780.96,69.8
Jowar,2003,Kharif     ,Nagaland,3000.0,5000.0,296940.0,720.0,1.6075,56.0,16.0,36.0,5.8,18.65,780.96,69.8
Jute,2003,Kharif     ,Nagaland,2000.0,11000.0,197960.0,480.0,6.7575,56.0,16.0,36.0,5.8,18.65,780.96,69.8
Linseed,2003,Rabi       ,Nagaland,8000.0,6400.0,791840.0,1920.0,0.8875,56.0,16.0,36.0,5.8,18.65,780.96,69.8
Maize,2003,Kharif     ,Nagaland,45000.0,78000.0,4454100.0,10800.0,1.69125,56.0,16.0,36.0,5.8,18.65,780.96,69.8
Maize,2003,Rabi       ,Nagaland,140.0,260.0,13857.2,33.6,1.71,56.0,16.0,36.0,5.8,18.65,780.96,69.8
Masoor,2003,Rabi       ,Nagaland,2500.0,1070.0,247450.0,600.0,0.4475,56.0,16.0,36.0,5.8,18.65,780.96,69.8
Moong(Green Gram),2003,Kharif     ,Nagaland,2000.0,3000.0,197960.0,480.0,1.49375,56.0,16.0,36.0,5.8,18.65,780.96,69.8
Other  Rabi pulses,2003,Rabi       ,Nagaland,4030.0,3500.0,398889.4,967.2,0.85125,56.0,16.0,36.0,5.8,18.65,780.96,69.8
Other Kharif pulses,2003,Kharif     ,Nagaland,6990.0,8810.0,691870.2,1677.6,1.2925,56.0,16.0,36.0,5.8,18.65,780.96,69.8
Peas & beans (Pulses),2003,Kharif     ,Nagaland,1370.0,2000.0,135602.6,328.8,1.5825,56.0,16.0,36.0,5.8,18.65,780.96,69.8
Peas & beans (Pulses),2003,Rabi       ,Nagaland,6840.0,4930.0,677023.2,1641.6,0.6825,56.0,16.0,36.0,5.8,18.65,780.96,69.8
Potato,2003,Whole Year ,Nagaland,5110.0,43540.0,505787.8,1226.4,8.2975,56.0,16.0,36.0,5.8,18.65,780.96,69.8
Rapeseed &Mustard,2003,Rabi       ,Nagaland,16000.0,12800.0,1583680.0,3840.0,0.77625,56.0,16.0,36.0,5.8,18.65,780.96,69.8
Rice,2003,Kharif     ,Nagaland,155000.0,220990.0,1.53419E7,37200.0,1.36,56.0,16.0,36.0,5.8,18.65,780.96,69.8
Rice,2003,Rabi       ,Nagaland,1000.0,2000.0,98980.0,240.0,1.945,56.0,16.0,36.0,5.8,18.65,780.96,69.8
Sesamum,2003,Kharif     ,Nagaland,5000.0,5000.0,494900.0,1200.0,1.0375,56.0,16.0,36.0,5.8,18.65,780.96,69.8
Small millets,2003,Kharif     ,Nagaland,7830.0,8000.0,775013.4,1879.2,0.9425,56.0,16.0,36.0,5.8,18.65,780.96,69.8
Soyabean,2003,Kharif     ,Nagaland,26000.0,36000.0,2573480.0,6240.0,1.38,56.0,16.0,36.0,5.8,18.65,780.96,69.8
Sugarcane,2003,Whole Year ,Nagaland,2800.0,128890.0,277144.0,672.0,37.28166667,56.0,16.0,36.0,5.8,18.65,780.96,69.8
Sunflower,2003,Kharif     ,Nagaland,2500.0,5000.0,247450.0,600.0,2.05375,56.0,16.0,36.0,5.8,18.65,780.96,69.8
Sunflower,2003,Rabi       ,Nagaland,1000.0,1000.0,98980.0,240.0,1.18125,56.0,16.0,36.0,5.8,18.65,780.96,69.8
Wheat,2003,Rabi       ,Nagaland,10000.0,19500.0,989800.0,2400.0,1.86625,56.0,16.0,36.0,5.8,18.65,780.96,69.8
Arhar/Tur,2003,Kharif     ,Odisha,136540.0,95590.0,1.35147292E7,32769.6,0.682068966,67.0,26.0,32.0,6.3,26.57,1857.72,73.53
Bajra,2003,Kharif     ,Odisha,3270.0,1720.0,323664.6,784.8,0.538333333,67.0,26.0,32.0,6.3,26.57,1857.72,73.53
Castor seed,2003,Kharif     ,Odisha,10900.0,5590.0,1078882.0,2616.0,0.480769231,67.0,26.0,32.0,6.3,26.57,1857.72,73.53
